credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.00,debt_consolidation,0.1316,594.36,11.25,13.39,697.00,4350.00,31834.00,71.50,2.00,0.00,0.00,0.00
1.00,credit_card,0.1221,399.78,10.75,23.69,712.00,6360.04,147.00,0.50,3.00,0.00,0.00,0.00
1.00,major_purchase,0.0768,77.98,10.69,17.59,787.00,5768.00,406.00,1.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.0938,306.98,10.78,14.54,742.00,7362.04,3865.00,34.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.1600,377.95,10.49,21.93,667.00,1230.04,15977.00,83.60,0.00,0.00,0.00,0.00
1.00,small_business,0.1411,171.15,10.41,13.77,687.00,3030.04,6557.00,52.90,2.00,0.00,0.00,0.00
1.00,all_other,0.0932,89.46,10.43,23.86,742.00,5010.00,0.00,0.00,0.00,1.00,0.00,0.00
1.00,educational,0.1189,49.75,10.26,24.63,687.00,2250.04,3206.00,80.10,2.00,0.00,0.00,0.00
1.00,all_other,0.1221,266.52,11.92,13.29,697.00,2250.04,93265.00,76.40,1.00,0.00,0.00,0.00
1.00,credit_card,0.0932,319.47,10.53,16.64,752.00,3900.00,20738.00,40.60,0.00,0.00,0.00,0.00
1.00,small_business,0.1158,305.38,11.92,14.47,722.00,4710.00,42053.00,66.60,0.00,0.00,0.00,0.00
1.00,major_purchase,0.0963,192.57,10.24,1.76,772.00,2310.04,1292.00,4.30,1.00,0.00,0.00,0.00
1.00,educational,0.0932,402.53,11.54,8.55,777.00,5430.00,2340.00,5.50,1.00,0.00,0.00,0.00
1.00,educational,0.1221,69.97,9.21,19.68,752.00,1121.00,603.00,6.20,0.00,0.00,0.00,0.00
1.00,all_other,0.0932,127.79,10.92,6.76,737.00,3330.04,5287.00,18.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1284,134.48,11.78,17.68,707.00,4170.04,51973.00,95.00,3.00,0.00,0.00,0.00
1.00,credit_card,0.1189,248.73,10.04,16.89,717.00,8100.04,555.00,23.10,0.00,0.00,0.00,0.00
1.00,credit_card,0.1158,226.97,11.78,19.37,757.00,8670.00,32255.00,31.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1379,340.76,10.60,21.63,682.00,7380.04,15615.00,87.70,3.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1316,709.18,11.64,15.02,702.00,8880.04,18071.00,65.50,2.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1158,184.88,11.05,7.85,712.00,6090.00,8854.00,68.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1158,247.61,11.26,14.52,742.00,4710.00,45953.00,57.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,34.39,10.82,7.39,692.00,4830.04,6519.00,98.80,1.00,0.00,0.00,0.00
1.00,small_business,0.1095,294.43,11.39,12.78,722.00,2640.04,19457.00,63.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0932,235.61,10.71,14.24,737.00,2282.04,14429.00,28.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,84.24,9.68,21.60,702.00,7170.04,14052.00,98.30,2.00,0.00,0.00,1.00
1.00,small_business,0.1568,420.02,11.46,22.68,712.00,3000.04,27844.00,89.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0963,160.48,10.78,14.88,722.00,2880.00,5930.00,21.40,1.00,0.00,0.00,0.00
1.00,all_other,0.1158,215.42,10.28,3.06,712.00,3300.00,19349.00,86.40,0.00,1.00,0.00,0.00
1.00,educational,0.1253,334.67,10.41,18.50,707.00,4080.04,10160.00,29.80,3.00,0.00,0.00,0.00
1.00,home_improvement,0.1253,100.40,10.57,10.55,717.00,1141.04,2255.00,21.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.0963,102.71,10.55,11.27,712.00,7590.00,7572.00,17.10,2.00,0.00,0.00,0.00
1.00,major_purchase,0.1284,268.95,10.24,20.23,702.00,1320.04,2259.00,23.10,3.00,0.00,0.00,0.00
1.00,credit_card,0.1347,805.67,11.70,24.50,712.00,6420.04,81833.00,84.60,0.00,0.00,0.00,0.00
1.00,credit_card,0.1221,168.24,11.10,7.75,727.00,7380.04,17088.00,85.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1695,712.54,11.92,13.61,672.00,4830.04,16473.00,94.10,2.00,2.00,0.00,0.00
1.00,home_improvement,0.1505,416.30,11.75,11.85,662.00,4410.00,28218.00,85.00,2.00,0.00,0.00,0.00
1.00,small_business,0.1221,185.74,12.07,9.59,742.00,9600.04,4.00,0.00,1.00,0.00,1.00,0.00
1.00,credit_card,0.0963,288.85,11.92,7.47,737.00,6150.00,16912.00,30.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,169.91,11.16,11.64,707.00,1710.00,12142.00,38.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1505,693.83,11.28,16.74,682.00,1440.00,13596.00,49.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,446.98,11.45,16.46,702.00,3150.04,24400.00,32.40,1.00,0.00,0.00,0.00
1.00,all_other,0.1221,79.96,10.43,7.52,712.00,1140.04,8960.00,35.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,45.81,11.00,21.09,692.00,3780.04,1361.00,11.10,1.00,0.00,1.00,0.00
1.00,small_business,0.0800,62.68,11.51,0.71,787.00,5490.00,3520.00,6.80,1.00,0.00,0.00,0.00
1.00,small_business,0.1568,350.02,11.05,7.03,667.00,2250.04,31590.00,80.80,0.00,0.00,0.00,1.00
1.00,small_business,0.1126,200.47,12.01,15.02,762.00,7470.04,141165.00,59.50,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1442,240.68,10.71,15.25,677.00,3870.04,23951.00,97.40,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1284,645.47,11.53,20.21,727.00,9210.04,8776.00,25.20,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1411,513.44,11.21,15.99,707.00,3360.04,40868.00,66.60,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0788,350.34,10.13,19.15,737.00,6030.04,10485.00,36.20,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1284,67.24,11.16,11.97,672.00,7313.00,11260.00,69.90,1.00,0.00,1.00,0.00
1.00,debt_consolidation,0.0963,32.10,11.00,6.16,727.00,8310.00,100.00,0.50,0.00,1.00,1.00,0.00
1.00,debt_consolidation,0.0800,313.37,10.60,23.01,797.00,5250.04,10538.00,13.90,0.00,0.00,0.00,0.00
1.00,all_other,0.0932,159.74,10.82,0.36,757.00,3210.00,49.00,0.50,2.00,3.00,0.00,0.00
1.00,small_business,0.1221,333.15,11.10,10.76,792.00,5850.00,0.00,0.00,7.00,0.00,0.00,1.00
1.00,credit_card,0.1189,232.15,10.86,7.52,752.00,3330.04,9856.00,13.30,7.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1600,316.42,10.60,15.75,662.00,2640.04,13072.00,90.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.1568,280.02,12.09,22.49,662.00,4710.00,45496.00,62.70,2.00,0.00,0.00,0.00
1.00,credit_card,0.1505,277.53,11.29,12.07,667.00,3509.04,9229.00,93.20,1.00,0.00,0.00,0.00
1.00,small_business,0.1253,836.66,11.65,13.74,727.00,9214.04,40110.00,2.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,266.52,10.71,21.87,697.00,2940.00,6569.00,22.30,2.00,0.00,0.00,0.00
1.00,all_other,0.1221,159.92,11.13,3.99,702.00,5040.00,468.00,7.20,1.00,1.00,0.00,0.00
1.00,home_improvement,0.1126,328.64,10.60,6.15,732.00,7680.00,1101.00,3.30,2.00,0.00,0.00,0.00
1.00,all_other,0.1158,264.11,10.31,9.48,707.00,2550.00,14058.00,22.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1474,345.37,10.84,18.71,672.00,4740.00,18540.00,62.40,2.00,0.00,0.00,1.00
1.00,small_business,0.1316,253.28,10.49,21.50,702.00,1560.04,1478.00,12.20,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1411,342.29,11.00,21.32,682.00,3090.04,7168.00,23.30,1.00,0.00,0.00,1.00
1.00,small_business,0.1126,326.99,12.10,10.07,717.00,3630.00,61676.00,28.50,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1158,396.17,11.22,3.53,712.00,9330.04,9826.00,42.70,1.00,0.00,1.00,0.00
1.00,educational,0.0932,319.47,11.35,7.81,752.00,2610.04,2001.00,12.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0963,239.91,10.44,15.51,727.00,3134.04,15689.00,37.90,2.00,0.00,0.00,0.00
1.00,small_business,0.0963,327.37,10.82,15.46,747.00,6660.04,15303.00,48.90,1.00,0.00,0.00,0.00
1.00,all_other,0.1316,101.32,11.00,14.08,672.00,3810.04,2490.00,49.80,1.00,1.00,0.00,0.00
1.00,all_other,0.1221,49.98,10.09,21.15,692.00,1650.04,1888.00,82.10,0.00,0.00,0.00,0.00
1.00,all_other,0.1095,235.54,11.18,11.93,792.00,5100.00,4931.00,8.50,6.00,0.00,0.00,0.00
1.00,educational,0.1695,97.98,8.34,0.00,687.00,1238.04,0.00,42.50,0.00,0.00,0.00,0.00
1.00,all_other,0.1347,339.23,10.82,20.83,692.00,1470.00,10634.00,57.50,2.00,0.00,0.00,0.00
1.00,credit_card,0.1126,328.64,12.07,4.16,727.00,7222.00,44331.00,86.80,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,328.64,10.59,17.73,747.00,5430.00,2895.00,19.60,0.00,0.00,0.00,0.00
1.00,small_business,0.1284,840.45,11.55,5.52,762.00,8630.04,1900.00,38.00,4.00,0.00,0.00,0.00
1.00,credit_card,0.1474,345.37,10.74,16.33,727.00,4350.00,13592.00,25.70,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0963,320.95,10.24,22.97,742.00,4470.04,11488.00,22.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,328.64,11.00,12.20,762.00,3690.00,5264.00,28.80,2.00,0.00,0.00,0.00
1.00,major_purchase,0.1158,280.62,10.24,20.75,717.00,2716.04,12496.00,57.30,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1095,261.71,11.14,7.10,732.00,3180.00,18831.00,48.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,550.13,11.14,18.12,677.00,2400.04,17085.00,81.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.1095,40.90,11.78,5.18,707.00,4110.04,26652.00,80.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1347,135.70,10.60,8.55,672.00,4620.04,3469.00,56.90,1.00,0.00,1.00,1.00
1.00,small_business,0.0932,255.58,11.16,1.08,757.00,4232.04,3416.00,8.60,1.00,0.00,0.00,0.00
1.00,credit_card,0.0600,194.70,10.43,17.12,742.00,2430.04,7005.00,40.00,0.00,0.00,0.00,0.00
1.00,all_other,0.1253,368.13,11.29,1.62,692.00,2880.00,4526.00,20.60,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1284,487.46,10.73,14.24,722.00,3540.04,8511.00,71.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0963,481.42,11.08,9.62,797.00,11820.04,4002.00,12.40,0.00,0.00,0.00,0.00
1.00,all_other,0.0932,306.69,11.03,8.52,797.00,4050.00,1309.00,3.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,260.66,10.18,20.14,692.00,1942.00,11307.00,82.80,0.00,0.00,0.00,0.00
1.00,major_purchase,0.1505,55.51,10.09,14.15,667.00,3450.04,9603.00,96.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,394.36,10.92,21.41,727.00,3900.04,17102.00,73.10,1.00,0.00,0.00,0.00
1.00,credit_card,0.1095,37.63,11.25,7.75,712.00,6240.00,6907.00,54.30,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1189,165.82,11.08,1.62,732.00,5612.04,3005.00,50.10,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1158,495.21,11.53,10.51,727.00,10500.00,37281.00,69.40,1.00,0.00,0.00,0.00
1.00,all_other,0.1347,254.42,10.37,21.30,692.00,2252.04,14629.00,93.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1316,337.71,10.74,21.34,687.00,3690.00,18049.00,66.80,2.00,0.00,0.00,0.00
1.00,all_other,0.1347,94.99,10.87,16.71,672.00,3000.04,2275.00,49.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1367,416.72,10.31,13.28,692.00,1132.00,12558.00,61.30,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1114,262.43,10.86,19.06,762.00,10710.00,2477.00,18.20,5.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1379,136.31,11.61,1.52,667.00,3480.04,2783.00,45.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1379,511.14,11.00,7.12,692.00,5640.04,24803.00,77.50,2.00,0.00,1.00,0.00
1.00,credit_card,0.0932,175.71,10.13,16.23,757.00,4110.04,3997.00,29.60,0.00,0.00,0.00,0.00
1.00,educational,0.0932,159.74,10.09,18.75,782.00,10110.00,0.00,0.00,4.00,0.00,0.00,0.00
1.00,home_improvement,0.0932,127.79,11.18,20.50,737.00,4530.04,9337.00,16.80,2.00,0.00,0.00,0.00
1.00,small_business,0.1158,396.17,11.16,10.99,732.00,4171.04,40109.00,81.70,0.00,0.00,0.00,1.00
1.00,educational,0.0963,160.48,10.55,14.02,732.00,4350.00,10011.00,43.20,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,131.46,11.21,8.77,742.00,8340.00,17094.00,19.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1316,378.23,11.23,4.48,682.00,3420.04,4712.00,56.80,1.00,0.00,0.00,0.00
1.00,credit_card,0.1253,435.07,10.90,14.38,707.00,7020.04,1109.00,9.70,2.00,0.00,0.00,0.00
1.00,home_improvement,0.1253,83.67,10.82,10.92,682.00,5610.04,3510.00,41.80,2.00,0.00,0.00,0.00
1.00,all_other,0.0800,37.61,10.60,7.26,737.00,1896.04,3770.00,18.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1379,85.19,9.90,23.82,667.00,2700.04,5411.00,76.10,1.00,0.00,0.00,0.00
1.00,all_other,0.1189,49.75,10.78,18.13,692.00,7530.04,2573.00,67.70,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.0932,255.58,10.31,8.48,752.00,3990.00,8840.00,24.60,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0932,383.37,11.14,8.68,807.00,8580.04,7336.00,7.20,0.00,0.00,0.00,0.00
1.00,small_business,0.1316,506.56,11.36,14.34,697.00,5130.00,388.00,4.60,1.00,1.00,0.00,0.00
1.00,credit_card,0.0963,192.57,11.92,6.14,727.00,8310.00,13455.00,20.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1189,464.30,10.60,11.46,717.00,7347.00,17523.00,35.90,0.00,0.00,1.00,0.00
1.00,credit_card,0.1221,433.10,10.97,16.04,707.00,3885.04,12671.00,60.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1253,167.34,11.30,15.21,677.00,5160.00,1015.00,25.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1284,470.66,11.00,22.06,697.00,2220.00,13932.00,71.80,0.00,0.00,0.00,0.00
1.00,small_business,0.1221,499.73,11.23,15.02,722.00,5400.00,40882.00,31.80,2.00,0.00,0.00,0.00
1.00,major_purchase,0.0932,223.63,10.13,12.82,737.00,1920.04,2944.00,22.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1411,229.34,10.65,23.67,667.00,4980.04,10106.00,40.30,1.00,0.00,0.00,0.00
1.00,all_other,0.1253,50.20,10.69,20.75,677.00,4080.04,920.00,21.90,0.00,0.00,0.00,1.00
1.00,small_business,0.1095,49.89,10.13,11.62,727.00,6510.00,2108.00,23.20,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1221,266.52,11.23,14.58,712.00,5730.04,30692.00,92.40,1.00,0.00,0.00,0.00
1.00,small_business,0.0963,154.06,11.78,7.38,727.00,5490.00,27399.00,41.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0932,319.47,10.99,11.02,757.00,3510.04,2710.00,5.70,0.00,0.00,0.00,0.00
1.00,small_business,0.1126,427.23,11.43,14.05,722.00,7200.04,9551.00,43.80,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1114,164.02,10.04,4.33,727.00,2130.00,3612.00,54.60,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1474,345.37,10.69,18.30,667.00,4620.04,10155.00,73.90,1.00,0.00,0.00,0.00
1.00,major_purchase,0.0800,37.61,10.60,18.78,732.00,3870.04,4086.00,32.20,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,219.36,11.62,5.10,752.00,8250.04,36923.00,27.70,2.00,0.00,0.00,0.00
1.00,all_other,0.0932,95.85,10.12,18.01,722.00,1860.00,4851.00,12.90,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1411,171.15,10.74,12.11,672.00,2700.04,10523.00,57.80,0.00,1.00,0.00,0.00
1.00,educational,0.1316,506.56,10.97,7.28,687.00,2190.00,9108.00,82.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0932,351.42,11.41,6.43,767.00,5610.04,7264.00,20.80,0.00,0.00,0.00,0.00
1.00,credit_card,0.1284,285.76,11.78,10.62,682.00,3210.00,12417.00,77.10,0.00,0.00,0.00,0.00
1.00,credit_card,0.1221,626.32,10.55,13.07,712.00,4998.04,26554.00,47.80,2.00,0.00,0.00,0.00
1.00,credit_card,0.1284,470.66,11.11,15.53,697.00,3750.04,26208.00,78.50,0.00,0.00,0.00,0.00
1.00,all_other,0.1189,165.82,10.71,5.47,702.00,2940.00,452.00,12.60,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,62.68,10.82,10.51,737.00,2370.04,2270.00,14.00,1.00,0.00,0.00,1.00
1.00,small_business,0.1284,504.27,12.11,20.69,697.00,3149.04,84844.00,79.40,3.00,0.00,0.00,0.00
1.00,all_other,0.1158,39.62,10.92,24.37,697.00,8700.00,22723.00,76.90,2.00,0.00,1.00,0.00
1.00,all_other,0.1126,282.63,10.82,2.88,712.00,4320.00,1076.00,8.70,3.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1347,407.08,12.66,10.05,692.00,9060.00,127192.00,67.00,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1411,164.30,11.40,10.64,662.00,5940.04,17965.00,79.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1537,522.70,10.71,5.84,672.00,2460.00,20800.00,88.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,366.47,11.20,14.97,732.00,6360.04,11961.00,17.10,2.00,0.00,0.00,0.00
1.00,all_other,0.1189,464.30,11.34,10.33,717.00,1860.00,23149.00,32.60,3.00,0.00,0.00,0.00
1.00,all_other,0.1158,462.19,10.92,13.99,717.00,3090.04,7535.00,39.50,1.00,0.00,0.00,0.00
1.00,small_business,0.0963,481.42,11.92,8.44,812.00,6750.04,67128.00,31.30,2.00,0.00,0.00,0.00
1.00,all_other,0.0932,319.47,11.51,3.83,747.00,3390.04,9961.00,13.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1095,261.71,10.60,7.68,732.00,2460.00,13161.00,25.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,228.76,10.89,11.08,752.00,1920.04,4381.00,14.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,409.16,12.36,8.32,677.00,7560.04,31458.00,91.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1505,138.77,10.94,12.70,682.00,3750.04,3864.00,99.10,0.00,0.00,1.00,0.00
1.00,small_business,0.1158,495.21,11.18,13.27,727.00,4050.00,23236.00,42.40,2.00,0.00,0.00,1.00
1.00,credit_card,0.1632,529.71,11.92,6.55,662.00,4050.00,22783.00,93.70,3.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1126,315.49,11.10,18.31,722.00,4110.04,39660.00,46.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,164.91,10.00,22.80,692.00,5310.04,10128.00,46.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0751,435.54,10.97,10.26,782.00,8340.04,4198.00,15.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1221,499.73,11.16,6.58,707.00,3690.00,16048.00,34.80,2.00,1.00,0.00,0.00
1.00,major_purchase,0.1158,66.03,10.26,16.17,722.00,1830.00,1416.00,40.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1474,486.11,11.16,11.42,672.00,2940.00,2698.00,21.40,3.00,3.00,0.00,0.00
1.00,major_purchase,0.0932,293.91,11.10,8.35,787.00,7650.00,2719.00,4.60,0.00,0.00,0.00,0.00
1.00,all_other,0.0932,148.56,10.37,8.48,782.00,3390.04,16.00,0.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1411,513.44,11.42,16.80,682.00,5700.04,16935.00,91.00,1.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1284,403.42,10.74,19.57,697.00,3450.04,27261.00,87.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0768,77.98,10.37,0.38,822.00,9968.04,510.00,1.00,0.00,0.00,0.00,1.00
1.00,credit_card,0.0963,288.85,11.61,18.41,737.00,3481.04,2737.00,6.40,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1189,265.32,11.00,17.24,707.00,4770.00,5476.00,46.40,0.00,0.00,0.00,1.00
1.00,credit_card,0.1253,187.42,10.82,14.42,682.00,5640.04,10460.00,42.90,0.00,0.00,0.00,0.00
1.00,credit_card,0.1126,407.51,12.01,10.01,727.00,6750.04,9800.00,38.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,328.64,11.03,4.49,722.00,1710.04,9021.00,27.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,384.87,10.74,15.91,697.00,2220.00,11562.00,60.20,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1095,261.71,11.23,23.25,722.00,6540.00,55723.00,55.80,3.00,0.00,0.00,0.00
1.00,all_other,0.1253,240.96,10.91,9.12,702.00,3240.00,1050.00,44.50,2.00,0.00,0.00,0.00
1.00,educational,0.1347,508.84,11.05,12.93,712.00,6553.00,18231.00,97.00,3.00,0.00,0.00,0.00
1.00,all_other,0.1505,260.19,11.38,9.08,667.00,6930.00,55163.00,93.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1095,130.86,10.82,22.46,717.00,5820.00,24046.00,68.70,2.00,0.00,0.00,0.00
1.00,credit_card,0.1357,237.78,11.05,19.20,677.00,4290.00,18748.00,72.40,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,284.47,10.67,9.27,687.00,2850.00,3294.00,18.70,3.00,1.00,0.00,1.00
1.00,debt_consolidation,0.1126,414.08,10.66,18.15,722.00,2674.04,4297.00,39.80,0.00,0.00,0.00,0.00
1.00,small_business,0.0932,44.73,9.31,24.98,727.00,2310.04,5010.00,63.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0963,320.95,11.16,6.31,737.00,3480.04,20423.00,46.70,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1316,405.25,11.07,7.97,697.00,3150.04,16331.00,76.00,0.00,0.00,1.00,0.00
1.00,home_improvement,0.1158,495.21,11.47,0.13,797.00,4770.00,144.00,0.30,2.00,0.00,0.00,0.00
1.00,small_business,0.1126,492.95,12.07,3.31,757.00,5880.00,1631.00,65.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1284,268.95,10.82,18.60,682.00,5162.00,8690.00,65.30,3.00,0.00,1.00,0.00
1.00,credit_card,0.0768,155.96,11.45,15.29,777.00,4080.00,3839.00,6.20,0.00,0.00,0.00,0.00
1.00,small_business,0.1422,514.27,11.00,3.48,702.00,3870.04,4628.00,94.40,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1505,260.19,10.84,15.06,662.00,9180.00,19469.00,84.80,1.00,1.00,0.00,1.00
1.00,all_other,0.0963,208.62,10.60,9.18,727.00,4980.04,3736.00,14.20,3.00,1.00,0.00,0.00
1.00,credit_card,0.1189,99.50,10.52,20.63,692.00,4410.00,10455.00,54.50,1.00,0.00,0.00,1.00
1.00,credit_card,0.0932,95.85,10.90,6.60,727.00,1921.04,2979.00,28.90,1.00,0.00,0.00,1.00
1.00,all_other,0.1505,312.23,11.46,17.72,667.00,7080.04,44313.00,93.50,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1316,506.56,11.24,21.90,687.00,6000.04,63202.00,51.30,0.00,0.00,0.00,1.00
1.00,all_other,0.1158,82.54,11.47,4.81,702.00,5070.00,26223.00,77.40,2.00,0.00,0.00,0.00
1.00,small_business,0.0963,192.57,11.03,6.35,732.00,1980.04,3879.00,32.90,0.00,0.00,0.00,0.00
1.00,all_other,0.0963,96.29,10.33,14.40,722.00,3257.00,277.00,5.40,2.00,0.00,0.00,0.00
1.00,all_other,0.0963,320.95,11.41,3.27,732.00,3720.04,8976.00,15.70,3.00,0.00,0.00,1.00
1.00,all_other,0.1253,127.18,11.00,20.14,687.00,4140.04,27759.00,71.70,1.00,0.00,0.00,1.00
1.00,credit_card,0.1158,264.11,10.34,6.89,712.00,5670.04,11025.00,55.10,1.00,0.00,1.00,1.00
1.00,debt_consolidation,0.0768,187.15,11.08,8.40,782.00,11340.00,6047.00,11.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1347,162.83,11.51,21.80,687.00,6420.04,52757.00,96.40,0.00,0.00,0.00,0.00
1.00,all_other,0.1411,273.84,10.92,12.59,672.00,1650.04,6844.00,75.20,2.00,0.00,0.00,0.00
1.00,credit_card,0.1253,502.00,11.76,16.16,707.00,4470.04,54445.00,87.80,2.00,0.00,0.00,0.00
1.00,credit_card,0.1189,296.82,11.16,21.24,702.00,7860.04,50822.00,70.00,0.00,0.00,0.00,0.00
1.00,all_other,0.0932,159.74,10.31,14.16,762.00,5550.04,1445.00,6.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1474,518.06,11.08,22.10,672.00,4934.04,23535.00,66.70,2.00,0.00,1.00,1.00
1.00,credit_card,0.1442,515.74,11.16,13.70,697.00,2550.00,11129.00,89.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1189,397.97,10.55,19.64,707.00,1890.00,6472.00,53.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1379,170.38,10.71,6.00,722.00,5280.04,0.00,40.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,58.76,10.82,19.06,732.00,4773.00,27835.00,45.80,0.00,0.00,0.00,0.00
1.00,small_business,0.1347,339.23,11.78,13.85,702.00,4200.04,26822.00,90.90,2.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1316,405.25,10.43,19.55,682.00,2490.00,23806.00,76.10,0.00,0.00,0.00,0.00
1.00,small_business,0.1505,520.37,11.46,17.72,667.00,7501.04,12586.00,84.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,343.83,10.49,22.43,667.00,2877.00,9469.00,59.20,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1126,328.64,11.16,11.61,722.00,6480.00,15116.00,38.70,2.00,0.00,0.00,0.00
